customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0123-CRBRT,Female,0.0,Yes,Yes,1.1657772395230555,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.7756705891586139,5526.75,No
6292-TOSSS,Male,0.0,No,No,0.7178532386027215,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.3248408190513656,1195.25,No
3197-ARFOY,Female,0.0,No,No,-0.5444780367182193,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,1.3373579752147637,2007.25,No
6323-AYBRX,Male,0.0,No,No,1.0843365120829946,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.5093002860698053,1099.6,Yes
7014-ZZXAW,Female,0.0,Yes,No,1.5729808767233588,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.3464441800535252,1732.95,No
4385-GZQXV,Female,0.0,No,No,-0.6666391278783103,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.9867188081797118,1511.2,Yes
7633-MVPUY,Male,0.0,Yes,No,1.002895784642934,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,-0.16656830993557784,3450.15,No
6366-ZGQGL,Male,0.0,No,No,-1.2774445836787656,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-1.328164413051698,24.8,Yes
4716-HHKQH,Male,0.0,Yes,No,-0.5037576729981889,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,1.4054916522215746,2172.05,No
5940-AHUHD,Male,0.0,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.19404163910047073,70.6,Yes
6432-TWQLB,Male,0.0,Yes,No,-1.1145631287986442,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.6859335511496436,401.1,Yes
4484-GLZOU,Female,0.0,Yes,No,0.7992939660427822,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.3390197722149297,5624.85,Yes
3179-GBRWV,Male,0.0,Yes,No,-0.46303730927815856,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.006258578081699082,1339.8,No
8645-KWHJO,Male,0.0,No,No,-0.748079855318371,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,-0.3244390249513595,771.95,No
4130-MZLCC,Female,0.0,No,No,-1.1145631287986442,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-0.47233895796614456,244.75,No
0314-TKOSI,Female,0.0,No,No,-1.0738427650786138,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,-0.3194536339508612,322.9,No
8229-MYEJZ,Female,0.0,No,No,-0.9109613101984924,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,-0.4507355969639848,498.25,No
2080-SRCDE,Female,0.0,No,Yes,-1.2774445836787656,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.3082228490497045,25.4,No
9577-WJVCQ,Female,0.0,No,No,1.4508197855632678,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,-0.3427187919531868,3687.75,No
9512-UIBFX,Male,0.0,Yes,Yes,-0.5851984004382496,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,1.0099839661820376,1779.95,Yes
6202-DYYFX,Female,0.0,No,No,-0.4223169455581282,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),0.3735157151184122,1783.6,No
3808-HFKDE,Female,0.0,No,No,-0.5037576729981889,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.6784017859867437,927.15,No
5583-SXDAG,Male,0.0,Yes,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.17410007509847744,70,Yes
3488-PGMQJ,Male,0.0,No,No,-0.9924020376385531,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.3236618051134285,606.55,Yes
3580-REOAC,Male,0.0,No,No,-0.9109613101984924,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.6617838159850825,435.4,Yes
7534-BFESC,Male,0.0,No,No,-0.3408762181180675,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.37683930911874425,1712.7,Yes
3727-OWVYD,Male,0.0,No,No,0.10704778280226633,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,-0.11837619693076015,2021.2,No
2294-SALNE,Male,0.0,Yes,Yes,-0.38159658183809786,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,0.7324638671542947,1940.8,No
4847-TAJYI,Female,0.0,No,No,-1.0738427650786138,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8172155141627669,567.8,No
1563-IWQEX,Female,0.0,No,No,-0.8295205827584317,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4976677070686424,220.35,No
8203-XJZRC,Male,0.0,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.479387940066815,20.25,No
6556-DBKZF,Female,0.0,Yes,Yes,1.5729808767233588,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,0.37517751211857825,5436.45,No
6851-WEFYX,Male,0.0,Yes,No,0.10704778280226633,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1977670272008092,3437.5,No
2985-JUUBZ,Male,0.0,Yes,Yes,0.3106496014024181,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.32532360211359457,3015.75,No
6390-DSAZX,Female,0.0,No,Yes,-1.2774445836787656,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.2937494591104381,73.6,Yes
0895-LMRSF,Male,0.0,No,No,-0.38159658183809786,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.004596781081533054,1509.8,No
8098-LLAZX,Female,0.0,No,No,-1.1552834925186746,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0199547481830342,396.1,Yes
8266-VBFQL,Male,0.0,No,No,-1.1552834925186746,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,0.8521132511662559,356.65,No
8181-YHCMF,Female,0.0,Yes,Yes,1.4508197855632678,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),-0.14828854293375057,4109,No
2240-HSJQD,Male,0.0,No,Yes,0.22920887396235737,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0.5679459641378485,3141.7,No
1248-DYXUB,Male,0.0,Yes,Yes,0.7992939660427822,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.328164413051698,1229.1,No
0265-EDXBD,Male,0.0,Yes,No,-0.015113308357824713,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.33695618111475767,2303.35,Yes
4115-BNPJY,Male,0.0,Yes,Yes,-0.13727439951791576,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.358559542116917,2054.4,No
3167-SNQPL,Male,0.0,Yes,Yes,0.22920887396235737,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,1.2093996062019723,3741.85,No
4091-TVOCN,Male,0.0,No,Yes,0.6364125111626608,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0.464914550127549,3682.45,No
1098-TDVUQ,Female,0.0,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),-1.5126238800701375,19.25,No
7277-OZCGZ,Female,0.0,No,No,-0.4223169455581282,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,0.8072447321617703,1886.25,No
1557-EMYVT,Female,0.0,No,No,0.43281069256250915,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1.6713791722481544,4895.1,No
2799-ARNLO,Female,0.0,Yes,No,-1.1145631287986442,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.15249671409631763,341.6,No
7563-BIUPC,Male,0.0,No,No,-1.1145631287986442,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.5264010391336954,415.55,Yes
5027-YOCXN,Male,0.0,Yes,Yes,0.758573602322752,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),1.505199472231542,5686.4,No
3973-SKMLN,Male,0.0,No,No,1.5729808767233588,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.491020519067978,1355.1,No
2321-OMBXY,Female,0.0,Yes,Yes,0.22920887396235737,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),0.5164302571326987,3058.65,Yes
2840-XANRC,Male,0.0,Yes,No,-0.3408762181180675,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9435120861753926,2231.05,Yes
6745-JEFZB,Male,0.0,Yes,No,0.10704778280226633,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),0.8886727851699104,3236.35,No
5020-ZSTTY,Female,0.0,No,No,0.880734693482843,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),0.5878875281398422,4350.1,Yes
9880-TDQAC,Female,0.0,Yes,Yes,1.6137012404433893,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,-0.1582593249347472,4264,No
8705-WZCYL,Male,0.0,No,No,-1.2774445836787656,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.6634456129852487,44.8,No
7102-JJVTX,Female,0.0,Yes,Yes,-0.9516816739185228,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,-0.5371490409726233,422.3,No
8626-PTQGE,Male,0.0,No,No,1.4915401492832983,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),-0.15659752793458118,4176.7,No
4983-CLMLV,Female,0.0,Yes,No,0.7992939660427822,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.260915313207122,5138.1,No
5701-YVSVF,Female,0.0,Yes,No,-0.8702409464784621,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.6028437011413373,880.05,No
5804-LEPIM,Female,0.0,No,No,-1.2367242199587352,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.1857326540996401,139.05,Yes
5697-GOMBF,Female,0.0,Yes,Yes,-0.1779947632379461,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.9592454790148186,973.65,No
2739-CACDQ,Female,0.0,No,No,-0.62591876415828,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0.5945347161405068,1470.05,No
9385-EHGDO,Female,0.0,Yes,Yes,0.10704778280226633,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.4926823160681442,739.35,No
9498-FIMXL,Female,0.0,No,No,-0.9924020376385531,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,-1.5142856770703037,161.95,No
2379-GYFLQ,Male,0.0,No,No,0.5549717837226001,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),1.001674981181207,4422.95,No
0122-OAHPZ,Female,0.0,No,No,-1.0331224013585834,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3020584441112687,511.25,Yes
2868-SNELZ,Female,0.0,No,No,-1.2367242199587352,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,0.5264010391336954,155.8,Yes
4322-RCYMT,Male,0.0,Yes,Yes,1.4508197855632678,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),0.36686852711774764,5293.95,Yes
6680-NENYN,Female,0.0,No,No,0.43281069256250915,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,1.3240635992134344,4759.85,Yes
2088-IEBAU,Female,0.0,No,No,1.4508197855632678,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.7773323861587803,6148.45,No
7982-VCELR,Female,0.0,No,No,0.14776814652229667,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.9983513871808745,3565.65,No
1343-EHPYB,Male,0.0,Yes,No,1.247217966963116,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.284180471209448,6603,Yes
6035-BXTTY,Female,0.0,No,No,-0.015113308357824713,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),-0.33607160395252245,1830.1,No
6885-PKOAM,Female,0.0,Yes,No,1.5729808767233588,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.6975661301508063,6223.8,No
7520-HQWJU,Female,0.0,Yes,Yes,1.369379058123207,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.08934842809000525,4508.65,No
9639-BUJXT,Male,0.0,No,No,1.247217966963116,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4710789550659844,1328.15,No
5924-SNGKP,Female,0.0,No,Yes,0.35136996512244845,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),-1.479387940066815,865,No
0021-IKXGC,Female,0.0,No,No,-1.2774445836787656,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.2438955491054544,72.1,No
2034-GDRCN,Female,0.0,No,No,-1.2367242199587352,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8521132511662559,168.2,Yes
8966-SNIZF,Female,0.0,Yes,No,1.5322605130033284,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.505976692069473,1303.5,No
6243-OZGFH,Female,0.0,No,No,-0.38159658183809786,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.6584602219847502,996.85,No
4654-DLAMQ,Female,0.0,Yes,No,1.2879383306831464,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),1.071470455188184,6430.9,No
0513-RBGPE,Male,0.0,Yes,Yes,0.18848851024232702,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),-0.0651986929254444,2278.75,No
5160-UXJED,Male,0.0,No,Yes,-0.62591876415828,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,-0.6700928009859131,681.4,No
4115-NZRKS,Female,0.0,No,No,-1.0331224013585834,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8105683261621028,574.35,No
0219-YTZUE,Male,0.0,Yes,Yes,-1.1552834925186746,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.6659919871476498,371.9,Yes
0623-IIHUG,Female,0.0,No,No,-0.46303730927815856,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.7598298389948839,840.1,Yes
4572-DVCGN,Female,0.0,No,No,-0.9109613101984924,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.5147684601325326,846,Yes
3351-NGXYI,Female,0.0,No,No,-0.6666391278783103,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.3543513709543497,889,No
8984-EYLLL,Male,0.0,Yes,No,1.2879383306831464,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,1.3456669602155942,6823.4,No
9057-MSWCO,Male,0.0,Yes,No,-0.21871512695797646,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),-1.1304105700319294,805.1,Yes
9833-TGFHX,Male,0.0,Yes,Yes,0.3920903288424788,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,1.074794049188516,4016.75,No
9294-TDIPC,Male,0.0,No,Yes,-1.1145631287986442,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.481049737066981,83.75,No
5229-DTFYB,Female,0.0,No,No,0.35136996512244845,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.1312951471941644,3959.15,No
0104-PPXDV,Male,0.0,Yes,No,1.0436161483629645,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),-0.4806479429669752,2878.55,No
5176-LMJXE,Female,0.0,No,No,0.5956921474426305,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.4694171580658184,945.7,No
3583-KRKMD,Male,0.0,No,No,-0.5851984004382496,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.37019212111808014,1373.05,No
1010-DIAUQ,Male,0.0,No,No,-1.1145631287986442,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),1.0548524851865226,492.55,Yes
9069-LGEUL,Male,0.0,Yes,No,-0.38159658183809786,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),-0.15992112193491323,1406,No
7302-ZHMHP,Female,0.0,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.51594747407047,19.15,No
9571-EDEBV,Male,0.0,Yes,No,1.5729808767233588,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1.1263097561936661,6962.85,No
3520-FJGCV,Male,0.0,Yes,Yes,1.6137012404433893,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.5899511192400142,8126.65,No
6563-VRERX,Male,0.0,Yes,Yes,0.025607055362205634,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4677553610656522,690.25,No
0259-GBZSH,Male,0.0,No,No,-1.2367242199587352,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6942425361504742,181.5,Yes
6122-EFVKN,Male,0.0,No,Yes,-0.3408762181180675,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,-0.9642308700153169,830.8,No
2805-EDJPQ,Female,0.0,Yes,Yes,0.9621754209229036,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),1.1628692901973208,5608.4,No
6862-CQUMB,Male,0.0,No,No,0.18848851024232702,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.0415581091851935,3646.8,No
7156-MXBJE,Female,0.0,No,No,0.43281069256250915,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),0.6759627691486464,3662.25,No
6158-HDPXZ,Male,0.0,No,No,-1.2774445836787656,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.3098846460498705,25.35,No
9601-BRXPO,Female,0.0,Yes,No,-0.30015585439803716,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.3356961782145975,2566.5,Yes
2863-IMQDR,Female,0.0,No,No,1.1657772395230555,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,0.827186296163764,5308.7,No
5686-CMAWK,Male,0.0,No,No,-0.62591876415828,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,0.7308020701541287,1410.25,No
5651-CRHKQ,Female,0.0,Yes,No,0.35136996512244845,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),0.7125223031523015,3339.05,No
6905-NIQIN,Male,0.0,No,No,-1.2774445836787656,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,-0.4690153639658123,50.65,Yes
8204-YJCLA,Male,0.0,Yes,Yes,1.6137012404433893,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.001273187081200524,4732.35,No
5167-ZFFMM,Male,0.0,No,No,-1.2774445836787656,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.8670694241677506,90.85,Yes
6583-SZVGP,Male,0.0,No,No,0.6364125111626608,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.440389389225063,5067.45,No
4895-TMWIR,Male,0.0,Yes,No,-0.8702409464784621,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4893587220678117,214.75,Yes
0533-BNWKF,Female,0.0,Yes,No,0.9214550572028734,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.6875953481498096,4874.7,Yes
1708-PBBOA,Female,0.0,No,No,0.3920903288424788,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,-0.3327480099521901,2348.45,No
8782-LKFPK,Male,0.0,No,No,0.47353105628253944,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,0.8521132511662559,4063,No
5522-JBWMO,Male,0.0,No,Yes,-1.2774445836787656,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-0.6900343649879066,44,No
3597-MVHJT,Female,0.0,No,No,-0.21871512695797646,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.0249401391835322,2595.25,No
9774-NRNAU,Male,0.0,Yes,No,-0.21871512695797646,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.6659919871476498,2309.55,No
0224-RLWWD,Female,0.0,No,No,-1.2367242199587352,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.6800635829869099,89.3,No
9967-ATRFS,Female,0.0,No,No,-0.5444780367182193,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.491020519067978,367.55,No
3951-NJCVI,Female,0.0,Yes,No,0.3920903288424788,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0066603721817051,3944.5,No
2977-CEBSX,Female,0.0,No,No,1.369379058123207,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.8404806721650927,5965.95,No
0177-PXBAT,Male,0.0,Yes,No,0.025607055362205634,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.5002140812310438,3694.7,No
6599-CEBNN,Female,0.0,No,No,0.06632741908223598,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.30538203811160125,2524.45,Yes
2519-ERQOJ,Male,0.0,No,No,0.025607055362205634,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,-0.33773340095268845,1803.7,No
5876-QMYLD,Female,0.0,Yes,Yes,-0.38159658183809786,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4860351280674797,415.1,No
2277-AXSDC,Female,0.0,No,No,-0.015113308357824713,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.4960059100684764,624.15,No
9442-JTWDL,Female,0.0,No,No,-0.8702409464784621,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),-1.4860351280674797,237.7,No
0979-PHULV,Male,0.0,Yes,Yes,1.4915401492832983,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.1528985081963241,7007.6,Yes
3067-SVMTC,Female,0.0,Yes,No,1.4508197855632678,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),-0.29452667894836937,3848.8,No
5495-GPSRW,Male,0.0,No,No,-0.5037576729981889,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.4976677070686424,419.4,No
7606-BPHHN,Male,0.0,No,No,1.6137012404433893,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.4943441130683104,1468.75,No
4742-DRORA,Male,0.0,Yes,Yes,1.125056875803025,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),1.0182929511828682,5812,No
0111-KLBQG,Male,0.0,Yes,Yes,-0.015113308357824713,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,0.9701008381780505,2861.45,No
4800-VHZKI,Female,0.0,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.491020519067978,19.9,Yes
7989-CHGTL,Male,0.0,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.5009913010689746,19.6,Yes
